movieId,released,title,actors,director,genres,imdbRating,Name,Movie_Info
2797,1988-06-03,Big,John Heard|Tom Hanks|Elizabeth Perkins|Robert Loggia,Penny Marshall,Romance|Drama|Fantasy|Comedy,7.3,Big,"Missy's parents, Cyrus and Monica, are played by Jordan Peele and Chelsea Peretti, who are married in real life.,Several characters: [Repeated line to Jay] Stop quoting your dad's law commercials!,Featured in WatchMojo: Top 10 Best TV Shows This Fall (2017),This cartoon is seriously going to split opinion. Some will call it filth and try to convince you not to watch it. Those like myself will see it for what it is, an enormously funny cartoon specifically made for us adults. ""Big Mouth"" has a simple premise of a group of preteens entering that crazy time called puberty. It reminds us of our own escapades at that age and throws in some of the best and crazy adult comedy you've ever seen. Watch it!,"
2820,1964-09-23,Hamlet,Eileen Herlie|Hume Cronyn|Alfred Drake|Richard Burton,John Gielgud|Bill Colleran,Drama,7.5,Hamlet,"Robin Williams and Billy Crystal were not allowed to be on the set at the same time during filming, for fear they would crack up the cast and crew, and cause major production delays.,In the very long shot along the length of the throne room, the cameras are visible in the mirrors.,Hamlet: A little more than kin and less than kind.,Two versions should have been theatrically released at the same time: a complete 242-minutes director's cut shown only in selected venues (large key cities) and a shorter, wide-release version that ran about two-and-a-half hours. After some critical backlash, Castle Rock decided to release the complete 4 hours everywhere in the US and use the shorter version for some overseas territories.,Featured in Siskel & Ebert: Mars Attacks!/Marvin's Room/The Preacher's Wife/Hamlet/Citizen Ruth (1996),In Pace
Music by Patrick Doyle
Performed by Plácido Domingo
Text for The Book of Wisdom
Text researched and adapted by Russell Jackson
Recorded at Studio 33, Hamburg, Germany
Engineered by Ambrogio Crotte and Luis Rodriguez,First, what I didn't like. The acting was not really up to the Hamlet standard. Branagh was really over-the-top, doing a lot of yelling mostly. In my opinion, those actors who were not big-name celebrities generally did a better job; though I would except Billy Crystal and Robin Williams. (And Charlton Heston, too, but I wasn't sure if he was playing at being a hack.) A lot of the ambiguities in the play were clearly resolved one way in the flashbacks.

What I think speaks very much in this play's favor is that it is accessible. Shakespeare is hard to understand for the vast majority of people nowadays; many people are not even inclined to try, because of its reputation as Serious Literature and its archaic English. If they see this film they will understand clearly at least one man's interpretation of the play. They will be seeing it more as Shakespeare's audiences saw it: a play with sword fights and battles, and mighty kings and nobles, murder and incest and evil schemes and ghosts--and great art, if one cares to look for it, but in Shakespeare's day most didn't, any more than most people do now. Branagh's overacting, and his forcing of his interpretation of the story on the viewer, may detract from Shakespeare's art somewhat, but it is better that modern audiences get a piece of it, rather than nothing.

I've got to say one more thing though. Some people are complaining that ""it's set in the 19th century and that wasn't Shakespeare's time"". Well, in Shakespeare's time their costume and scenery was that of their own day for all of their plays. Shakespeare may have SAID it's in the days of ancient Rome or medieval Denmark or whatever, but he didn't dress his characters up like they were, he used the costumes of his own time. For the same reason his plays are full of anachronisms. For example, in King John the English and French have cannons--in Robin Hood's day. In Julius Caesar they talk of chimneys, which wouldn't be invented for another thousand years, and in Henry IV they talk about Machiavelli, who wasn't even born yet then. So I think this objection is silly--you might as well complain that the play isn't in Danish (after all they live in Denmark don't they?).,"
2858,1999-10-01,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley,Sam Mendes,Drama|Romance,8.4,American Beauty,"Director Sir Sam Mendes designed the two girls' look to change over the course of the film, with Thora Birch gradually using less makeup and Mena Suvari gradually using more, to emphasize his view of their shifting perceptions of themselves.,When Jane and Angela are outside talking to Ricky at school, Angela's cigarette keeps growing and shrinking throughout the conversation.,[last lines]
Lester Burnham: [narrating] I had always heard your entire life flashes in front of your eyes the second before you die. First of all, that one second isn't a second at all, it stretches on forever, like an ocean of time... For me, it was lying on my back at Boy Scout camp, watching falling stars... And yellow leaves, from the maple trees, that lined our street... Or my grandmother's hands, and the way her skin seemed like paper... And the first time I saw my cousin Tony's brand new Firebird... And Janie... And Janie... And... Carolyn. I guess I could be pretty pissed off about what happened to me... but it's hard to stay mad, when there's so much beauty in the world. Sometimes I feel like I'm seeing it all at once, and it's too much, my heart fills up like a balloon that's about to burst... And then I remember to relax, and stop trying to hold on to it, and then it flows through me like rain and I can't feel anything but gratitude for every single moment of my stupid little life... You have no idea what I'm talking about, I'm sure. But don't worry... you will someday.,Some TV versions deleted most language and explicit content to maintain a clean TV-14 rating.,Edited into Sex at 24 Frames Per Second (2003),Because
Written by John Lennon and Paul McCartney
Performed by Elliott Smith
Elliott Smith appears courtesy of DreamWorks Records,The intention is so clear that everything else falls into place, perfectly. Kevin Spacey's suburban husband and father reminded me of his character in ""The Ref"" and that could only be a good thing. Annette Bening and her giggle works wonders here. Their marriage is a tabloid version of a ""Who's Afraid To Virginia Woolf"" Which means very close to someone we know. The biggest surprises in the film. besides the amazing dexterity of Sam Mendes at his first outing behind the camera, are West Bentley. Chris Cooper, Thora Brch and Allison Janney. As I'm writing this 8 years after its first release, the Oscars and the whole hullabaloo, I'm very surprised that West Bentley hasn't become a major star. He is amazing in ""American Beauty"" the complexities of his character are based on recognizable human stands, the hardest to face up to and I went where he went. Thora Birch is lovely as the object of his attention and the film, I believe, is here to say.,"
2860,1999-09-17,Blue Streak,Luke Wilson|Martin Lawrence|Dave Chappelle|Peter Greene,Les Mayfield,Comedy,6.3,Blue Streak,"The police station is actually a façade that was bolted onto the Los Angeles Central Public Library. The façade itself took the production department five weeks to build, and another one and a half weeks to attach to the Library.,When Miles launches the police car into the air, shots from inside the car as it flies show the guardrail of the bridge outside, ruining the illusion that they're in a car flying through the air.,Tulley: I'll rip your lips off, and kiss my ass with them shits. I'll rip your tongue out, and lick my balls with it.,Featured in Siskel & Ebert: American Beauty/Blue Streak/For Love of the Game (1999),Girl's Best Friend
Written by Jay-Z (as Shawn Carter) and Swizz Beatz (as Kasseem Dean)
Produced by Swizz Beatz
Performed by Jay-Z
Jay-Z appears courtesy of Roc-a-Fella Records, LLC,Personally I enjoyed this. I often just want to sit down, relax, ad watch a film that I don't have to think about and will make me laugh. This fits the bill perfectly and I throughly enjoyed it.

A lot of people wold put down this film, mostly in my opinion to make themselves look sophisticated. I think if most people were honest they would say they had liked this film, at least to a certain extent.,"
2861,1999-09-17,For Love of the Game,Jena Malone|John C. Reilly|Kelly Preston|Kevin Costner,Sam Raimi,Drama|Comedy,6.5,For Love of the Game,"The manager of the New York Yankees is played by Augie Garrido, who befriended Kevin Costner while he was the head coach at Cal State Fullerton. Garrido has been the head coach at the University of Texas since 1997, and the two remain good friends.,Baseball has a rule saying that any player who has been in the MLB for 10 or more years, and has played the last 5 or more consecutively with the same team has a full no-trade clause. Having played the last 19 for the Tigers, so they could not have traded Kevin Costner's character without his permission to do so.,Vin Scully: The cathedral that is Yankee Stadium belongs to a Chapel.,Featured in Siskel & Ebert: American Beauty/Blue Streak/For Love of the Game (1999),Summer Wind
Written by Johnny Mercer, Henry Mayer, Hans Bradtke
Published by WB Music Corp. o/b/o The Johnny Mercer and Edition Primus Rolf Budde KG (ASCAP)
Produced by Russ Titelman & Billy Williams
Performed by Lyle Lovett
Courtesy of Curb/MCA Records,This has to be one of the best movies I have ever watched and watched and... well, you get the picture.It is a revealing account of relationships and feelings and trust. Set during one major league baseball game, a man relives the past five years of his life from the pitchers mound. He realizes, over what may be the course of a perfect game, that his life has been anything but perfect. That the really important things in life are slipping away from him.This movie is full of life, it's sweet. It draws you in and holds your interest. I think the movie was underrated because of the subject matter. A romantic baseball movie? but that's just the surface. This movie goes very deep. If you give it a chance you will see that the reality of the setting and the people are extremely captivating, as well as fun. I can't think of another movie that has made me feel so good and so satisfied at the end. If you like baseball you can't help but love this movie. It's full of the most realistic ball playing I have ever seen in a film.If you like a sweet romance that doesn't have to rely on sex and nudity to tell the story, well, this is it. This has to be my all time favorite movie. I own it on vhs as well as dvd. The spotlight on location is a wonderful feature on both versions. It gives a fun look at the making of aspects. It also shows you interview clips from the professional ball people who were involved in the making of the film. I urge anyone who just wants to relax, enjoy a good story and feel better for watching it, to get this movie .,Your guide to all the new movies and shows streaming on Prime Video in the US this month.,"
2862,1980-02-15,Caligula,John Gielgud|Guido Mannari|Teresa Ann Savoy|Malcolm McDowell, Bob Guccione|Tinto Brass| Giancarlo Lui,Drama,5.2,Caligula,"The childbirth scene where Caesonia (Helen Mirren) gives birth, was an actual childbirth, which was filmed in three takes using three different pregnant women extras and later edited together. Extras assisting the births were real doctors, who said they were indeed equipped with all the modern tools they would need to ensure safety for the women and babies despite in full ancient Roman clothing.,Caligula squeezes a lemon over a captured slave. Lemons did not reach Europe until the 2nd century, at least 100 years after Caligula's death.,[first lines]
Caligula: I have existed from the morning of the world and I shall exist until the last star falls from the night. Although I have taken the form of Gaius Caligula, I am all men as I am no man and therefore I am a God.,Due to numerous pending lawsuits and settlements at the time of the film's release, no one is technically fully credited for writing and directing the finished film.,The censored version of this film has been released of a few occasions in Australia. In March 1981, a censored, R rated release to cinemas was made by Roadshow. Roadshow Home Video subsequently released the same film version to video in September 1984. This version ran for 146 minutes (PAL). It was again re-released by a 'no name' video label in the late 1990's. The censored DVD version appeared in December 2004, released by Warner Vision. The uncut version has been released in Australia, this was the fully uncut, X rated 156 minute PAL version. It was released in January 1985 by 'Palace X Video' - a version that is now an extremely rare collector's item. The uncut version has since been rated R18+ by the Australian classification board in 2021.,Edited into Video Macumba (1991),Spartacus
(uncredited)
Written by Aram Khachaturyan
Conducted by Bruno Nicolai,Let's not kid ourselves here, all ye art students, film-school nerds, and other self-loathing ""cinema l'arte"" snobs: had this exact same movie been released under the banner ""directed by Pier Paolo Pasolini"" you would have loved it - sorry: CLAIMED to have loved it - and praised it to high heaven, espousing its virtues in long essays, justifying its extreme sex and violence through some b.s. semantic pseudo-intellectual movie-critic-jargon mumbo-jumbo.

Go on, admit it. No-one will laugh. We promise.

This movie has been unanimously dismissed as exploitative trash and of no cinematic value by ""notable"" movie critics.

After having seen the full two-and-a-half hour version: a) I can certainly see why THEY would choose to view it that way b) I totally disagree The fact that ""Caligula"" was financed by Penthouse (gasp!) and directed by Tinto Brass (oh no!) is what this is all about.

An excellent cast includes McDowell (an ideal choice for Caligula - or any devious lunatic, for that matter) and Mirren (at the height of her enormous sex-appeal). There is terrific music from Khachaturian, an interesting story, some suspense, etc. A strong stomach is needed to watch this gore-fest, though.

A corny, historically inaccurate, fairy-tale-like piece of crap like ""Gandhi"" gets world-wide recognition, while a brutally realistic film about another historical figure gets the finger. Go figure.,"
2867,1985-08-02,Fright Night,Roddy McDowall|Chris Sarandon|Amanda Bearse|William Ragsdale,Tom Holland|Tom Holland,Horror|Comedy|Thriller,7.1,Fright Night,"At the time this was being filmed, the studio was sinking all its efforts into making a hit out of Perfect (1985), and they also gave high priority to The Slugger's Wife (1985). ""Nobody paid any attention to Fright Night,"" commented writer/director Tom Holland. ""It was wonderful!"",In the attack scene in Charley's bedroom, Jerry Dandrige has his hand around Charley's neck and Charley drives a pencil into the top of his hand. In the next scene, Jerry pulls his hand away and looks at the pencil, and it is sticking more than halfway through his hand. If the pencil has been shoved that far down, it would have pierced Charley halfway through his neck.,[Jerry welcomes Charley and Peter Vincent to his home]
Jerry Dandrige: Welcome to... Fright... Night! For real.,Just as the screen cuts to black at the end, Evil Ed can be heard saying, ""You're so cool, Brewster!"",The Swedish version (cinema and video) misses the following: The transformation scene with Ed was removed (1m 50sec), and the scene where Dandrige's assistant melts was shortened by 16 sec.,Edited into Fright Night Part 2 (1988),Fright Night
Written by Joe Lamont
Produced by Seth Justman
Performed by The J. Geils Band
Courtesy of EMI America Records, a division of Capitol Records, Inc.,I incorrectly assumed this might be some dumb teen vampire flick when it came out about 20 years ago, but that wasn't the case. It was simply a very entertaining horror flick with a good mixture of suspense, comedy and good special- effects. The kids - William Ragsdale, Amanda Bearse and Stephen Geoffreys - are all excellent but the two adults - Chris Sarandon and Roddy McDowell - steal the show.

Sarandon is very cool as the vampire; cocky, arrogant and smooth. He is easily the best character in the movie. McDowell does a nice job as the reluctant vampire slayer.

The special-effects are good and the film is played strictly for fun, even with the suspenseful scenes. In fact, it reminds me of the word ""camp"" because it's so hokey in spots. Yet the film definitely has its scary moments. Note: I watched this 3-4 times on the tape so I am familiar with most of the film and after seeing the DVD, I swear several short scenes are missing (such as Bearse's quick shower scene). I've never come across something like this before.,Take a side-by-side look at some of Hollywood's biggest reboots and remakes.,"
2870,1967-05-25,Barefoot in the Park,Jane Fonda|Charles Boyer|Robert Redford|Mildred Natwick,Gene Saks,Comedy,7.0,Barefoot in the Park,"Robert Redford loathed wearing a suit and tie all day which was required for his character. During breaks between filming, Redford wore western boots and a black cowboy hat.,When Corie puts the newspapers in the refrigerator, the bottle she had earlier put there is gone.,Ethel: I had to park the car three blocks away. Then it started to rain so I ran the last two blocks. Then my heel got caught in a subway grating. When I pulled my foot out, I stepped in a puddle. Then a cab went by and splashed my stockings. If the hardware store downstairs was open, I was going to buy a knife and kill myself.,Edited into The Kid Stays in the Picture (2002),Barefoot in the Park
Written by Neal Hefti and Johnny Mercer,You won't roll on the floor laughing but you won't be sorry you spent 90 minutes with the characters on-screen. Very light and easy to take, brought to a nice level of fun by some very talented actors. Mildred Natwick earned her Oscar nomination; I wonder why Charles Boyer didn't get one, too. Fonda & Redford are both so young its hard to remember they were ever that age.

I lived in a walk-up apartment in Manhattan (fifth floor!)and had to quit smoking so I wouldn't have to have an oxygen tank installed on each floor in order to just make it home every night. I enjoyed reading the 'trivia' section about this movie and find it very interesting that the French version had to change the running joke to the 9th floor; since they are also infamous for smoking, one wonders why elevators were not more popular.,"
2885,1999-11-12,Guinevere,Sarah Polley|Jean Smart|Stephen Rea|Gina Gershon,Audrey Wells,Romance|Drama,6.0,Guinevere,
2917,1981-09-18,Body Heat,William Hurt|Kathleen Turner|Richard Crenna|Ted Danson,Lawrence Kasdan,Thriller|Crime,7.4,Body Heat,"Debut theatrical feature film of actress Kathleen Turner.,When Ned receives the yearbook from Wheaton, Illinois, the postmark is from Marina del Rey, California.,Matty: [to Ned] You aren't too smart, are you? I like that in a man.
Ned: What else do you like? Lazy? Ugly? Horny? I got 'em all.
Matty: You don't look lazy.,Strange as it may seem, at least one commercial television print completely eliminates the key sequence where Richard Crenna's character is killed!,Edited into American Cinema: Film Noir (1995),Feel Like a Number
Written by Bob Seger (uncredited)
as Performed by Bob Seger
Courtesy of Capitol Records, Inc.,The coastal Florida town in Lawrence Kasdan's Body Heat brings to mind remote colonial outposts in movies like The Letter (nearby Miami, here, seems as far away as London). A sweltering spell of weather settles down for a long roost, and the distant glow of an old hotel  a relic of the peninsula's past as an exotic getaway for northerners with money  lights the opening scene; it's been torched for the insurance, an occurrence so common as to warrant little comment.

It's a town where William Hurt, a lawyer who's neither very bright nor very scrupulous, ekes out a modest existence that seems to suit him; he can dine at the best restaurant in town once a month so long as he doesn't order an appetizer. The rest of his time he spends lazily with bourbon or beer or in bed with whoever obliges him.

Then he meets up with Kathleen Turner, who hangs around cocktail lounges when her wheeler-dealer husband (Richard Crenna) is out of town, which is a lot. After the ritual game of cat-and-mouse, Turner and Hurt kindle a torrid romance, despite the enervating heat that keeps everything else limp as dishrags. Soon, the pillow talk works around to murder....

Of course, Body Heat is a latter-day version of the story for which Double Indemnity serves as archetype: Duplicitous woman seduces lust-addled stud into killing rich older husband, then leaves him to twist slowly, slowly in the wind. There's not even enough wind to stir the chimes that festoon the porch off Turner's bedroom -- can't the rich old cuckold spring for air conditioning? Hurt and Turner are reduced to emptying the refrigerator's ice tray into the post-coital bath they share -- but Hurt's left twisting nonetheless, in one of the better updates of this ageless tale.

In her movie debut, Turner makes her deepest impression with her best asset, that dimple-Haig voice of hers, all silk and smoke (but neither she nor Kasdan, who also wrote the script, quite justify her character's long and intricate back-story of ruthless scheming). With his long, lithe college-boy's build and wife-swapper's mustache left over from the '70s, Hurt embodies the self-satisfied patsy whose zipper leads him through life. Crenna (who played this Walter Neff role in the 1973 TV remake of Double Indemnity) now takes on the role of the disposable husband, the victim (or rather, the first victim).

But it's two smaller parts that give the movie a special shine. Mickey Rourke, as the local arsonist whom Hurt once helped out of a jam, ups the voltage in his two scenes, warning the heedless Hurt, then warning him again when it's all but too late. And, as Hurt's amiable adversary in the town's tiny legal circle, Ted Danson proves surprisingly spry and intuitive an actor (and he contributes a lovely little idyll, doing a soft-shoe routine under a street lamp on a pier). There's a twist or two too many in Body Heat -- it's a bit gimmicky -- but, after watching it, you feel as though you, too, should be stripping off your clothes, if only to wring them out.,"
2926,1988-02-26,Hairspray,Divine|Debbie Harry|Sonny Bono|Ruth Brown,John Waters,Comedy|Drama,6.9,Hairspray,"Amanda Bynes' character, Penny, is seen constantly eating lollipops. Bynes' father, who is a dentist, became very worried for her dental health, as it was estimated she ate about 40 lollipops a day. She told him that she wasn't really eating all of them, when in reality she ate them all.,When Penny is taking Tracy's parents to the TV to see Tracy on the Corny Collins Show, Edna says ""You think I wanna think he's really up there?"" While some might believe she is referring to the moon landing, which occurred in July 1969 (7 years after the movie takes place), Edna is in fact referring to Major John Glenn orbiting the Earth, which occurred in February 1962, just before the movie is set.,Motormouth Maybelle: [to Seaweed and Penny] Oh, so this is love?
[pauses, then smiles]
Motormouth Maybelle: Well, love is a gift, a lot of people don't remember that. So, you two better brace yourselves for a whole lotta ugly comin' at you from a neverending parade of stupid.
Penny Pingleton: [deadpans] So, you've met my mom?,Starting in August, in select theaters, a sing-along version of the film with on-screen lyrics was released.,Edited into Race for Space (2010),Good Morning Baltimore
(2000)
Music by Marc Shaiman
Lyrics by Scott Wittman and Marc Shaiman
Performed by Nikki Blonsky
© 2000 Winding Brook Way Music (ASCAP)/Walli Woo Entertainment (ASCAP)
All Rights Reserved,I went to see this film only a few hours ago. I can only say that as fantastic as it was , I was expecting more. Each person played their part very well, but unfortunately for the younger audience the characters they wanted to see the most weren't shown as much as they would have liked. Yes the film was very good, but Zac Efron who played Link Larkin very well, only had very few parts and his story kind of jumps from one thing to another. One moment he has just met her and the next he's in love with her, the role was played well but the time sync was a bit weird. The most seen characters on the film is Tracy (obviously) her mother ( John Travolta in a fat suit... gets boring but a bit funny) Velma Von Tussle ( Ambers mother .. evil cow .. not funny .. gets slightly boring) and Moter Mouth Maybelle ( Queen Latifa .. played well) who were very good , but i would have liked to see more form the other characters. Unfortunately though .. when I looked around the cinema , i saw that many young girls were in there, most probably to see Zac Efron. They did not understand the complex story line , which is a shame because it held such a strong and important messege Over all .. a Very Good and memorable film , but things moved a bit too fast , it held a strong messege throughout and was full of laughs. I'd give it a 8/10 WELL DONE,"
2927,1946-08-24,Brief Encounter,Joyce Carey|Stanley Holloway|Trevor Howard|Celia Johnson,David Lean,Drama|Romance,8.1,Brief Encounter,"This movie was shot during the final days of World War II, going into production in January 1945. Filming was completed in May, with an interruption on May 8 to celebrate Germany's surrender.,Carnforth Station has had its name board covered and replaced with a big sign reading Milford Junction, but the smaller platform notices (behind Laura when Alec tells her about the job in South Africa) still show the next train's destinations as Hellifield, Skipton, Bradford and Leeds.,Laura Jesson: It's awfully easy to lie when you know that you're trusted implicitly. So very easy, and so very degrading.,Featured in A Touch of Class (1973),Rachmaninoff Piano Concerto No.2.
Written by Sergei Rachmaninoff (uncredited)
Played by Eileen Joyce with The National Symphony Orchestra
Conducted by Muir Mathieson,Steam ... cut-glass accents ... Rachmaninov's 2nd Piano Concerto ... the refreshment room at Milford Junction ... ""the shame of the whole thing - the guiltiness, the fear ..."" - it all adds up to David Lean's famous film treatment of the Noel Coward tale of love blossoming and withering at a suburban railway station. Laura Jesson is a complacent middle-class housewife who gets a piece of grit in her eye one day and is helped by Doctor Alec Harvey, and the romance begins.

Coward's screenplay is characteristic of his oeuvre. There is the neat precision of the circular plot, beginning and ending with the brainless intrusion of Dolly Messiter, and the matching sub-plot of the Albert-Mrs. Bagot courtship. There are tongue-in-cheek self-references (on the cinema screen, ""Flames Of Passion"" coming shortly) and the trademark Cowardian grounding in exaggerated Englishness (""One has one's roots, after all""). Most typical of all is that overwrought cascade of middle-class vocabulary ("" ...so utterly humiliated and defeated, and so dreadfully, dreadfully ashamed""). Coward patronises working-class people abominably. Albert and Mrs. Bagot amble effortlessly through their romance because, bless them, they are simple folk. Alec and Laura suffer torments, having so much more sensitivity, and, you see, they have reputations to lose (""the furtiveness and the lying outweigh the happiness"").

Having made the transition from editor to director in 1942, Lean was at the helm for the fourth time for ""Brief Encounter"", all four films being Coward projects - and a highly creditable job he made of this one. The scene in which Alec explains coal-dust inhalation and Laura falls in love is a model of sensitive direction. Reflections of Laura's face in the train window and the make-up mirror suggest in visual terms the existence of her 'other self', the id to her ego. Thundering steam trains and Rachmaninov stand for the irrepressible sexual urge. Stephen Lynn's flat, with its bachelor urbanity, contrasts cleverly with Laura's safe, staid home and safe, staid husband Fred (""I don't understand!"") Alec's silent hand on Laura's shoulder is wonderfully poignant, the suppressed emotion eclipsed by stupid Dolly Messiter, her face filling the screen and 'wiping out' the great moment.

Sex has to be dealt with obliquely, but it is very much the driving-force of the film. ""If we control ourselves, and behave like sensible human beings ..."" offers Laura hopefully but hollowly. Neither man nor woman is capable of restraint, at least until after the climax in Stephen's flat. The boathouse and the little bridge hint furtively at sexual union. Other reviewers have declared the liaison to be 'unrequited' or 'unconsummated', but I am not so sure. In the grammar of 1940's cinema, the return to the love-nest of tousle-haired, hatless Laura is the equivalent, I would suggest, of our modern bedroom scene. Isn't that why Alec suddenly decides to take the job offer?,"
2940,1946-03-15,Gilda,Rita Hayworth|George Macready|Glenn Ford|Joseph Calleia,Charles Vidor,Romance|Film-Noir|Mystery|Drama,7.8,Gilda,"Remarking on her varied success at dating, Rita Hayworth once stated: ""They fell in love with Gilda and woke up with me."",When Farrell asks to cut the deck at the blackjack table, he shuffles the deck prior to the cut; this is not allowed.,Gilda: You do hate me, don't you, Johnny?
Johnny Farrell: I don't think you have any idea of how much.
Gilda: Hate is a very exciting emotion. Haven't you noticed? Very exciting. I hate you too, Johnny. I hate you so much I think I'm going to die from it. Darling...
[they kiss passionately]
Gilda: I think I'm going to die from it.,Edited into Head (1968),Put the Blame on Mame
by Allan Roberts and Doris Fisher
Performed by Rita Hayworth (dubbed by Anita Ellis) (uncredited),Johnny is a small time, but talented, hustler who finds himself at the wrong end of a gun on the dark back streets of Buenos Aires. He is rescued by a mysterious and controlling stranger, Ballin Mundson, who ends up being the owner of a club/casino that operates under the radar of the law. Johnny and Ballin form a close partnership with Johnny being the ""man who runs the joint"" and Ballin the Master. When Ballin takes a short leave and comes back married to the gorgeous Gilda, a threesome develops that puts a strain on the partnership. There is a burning mutual dislike between Johnny and Gilda. When Gilda feigns ignorance over not remembering his name, she coyly replies, ""Johnny. So hard to remember . . . and so easy to forget."" Of course there's much more to their acquaintance than they are willing to acknowledge, and a fusion of sexual heat, jealousy, fear and hatred keep the tension tightly wound which fuels the film. And of course there is Rita Hayworth up front and center. All the accolades that have been showered on her sexy ""striptease"" interpretation of ""Put the Blame on Mame"" are true! And still this film has much more to offer; an economical but effective story line; a tight witty script loaded with innuendo; and superb acting all around, especially the overlooked icy performance of George Macready as Ballin Mundson.,"
2942,1983-04-15,Flashdance,Sunny Johnson|Michael Nouri|Lilia Skala|Jennifer Beals,Adrian Lyne,Romance|Drama,6.1,Flashdance,"Jennifer Beals' trend-setting collarless sweatshirt came about by accident. The sweatshirt, which Beals brought from home, had shrunk in the wash and she had to cut the collar off in order to get it over her head. When director Adrian Lyne and costume designer Michael Kaplan saw it at the wardrobe fitting, they both loved it and Kaplan improved the overall look of the sweatshirt for the shoot.,In the climactic dance, Alex is played by several noticeably different people.,Nick: Don't you understand? When you give up your dream, you die.,Featured in Irene Cara: Flashdance... What a Feeling (1983),Imagination
Performed by Laura Branigan
Courtesy of Atlantic Records
Music by Michael Boddicker, Jerry Hey and Phil Ramone
Lyrics by Michael Sembello
Produced by Phil Ramone,What makes a good film for me is that it is enjoyable, entertaining, gripping, likable and emotional. Flashdance without a doubt ticks all these five boxes. Flahdance is a very retro, cheesy entertaining film that is at no point boring and never drags, and is also a very clear symbol of the great 1980's and the night club exotic dancing scene of the time. Jennifer Beals puts down an amazing performance, as a dancer and as an actress. I guess the story comes down to the fact that reality bites, that life is tough, but if you push hard you just might make it.

All in all, Flashdance despite its few undeniable faults is a very decent and enjoyable film in my opinion. As it mostly meets all of my requirements I am happy to give it a positive review. This film is one of the quintessential 80's films, that works well as a symbolic artifact of its time. I highly recommend this film to anyone who loves 80's.

Overall rating: 7 out of 10.,Looking for something different to add to your Watchlist? Take a peek at what movies and TV shows are coming to streaming this month.,"
